zip_code,sub_grade,grade,int_rate,term,fico_range_low,fico_range_high,inq_last_6mths,revol_util,addr_state,annual_inc,pub_rec,mths_since_last_record,loan_amnt,dti,emp_length,is_bad
301xx,C3,C,13.57,3,680,684,2,93.2,GA,29664.0,0,0,5000,15.53,8,1
391xx,D4,D,15.65,3,665,669,3,50.8,MO,5e4,0,0,5000,8.14,1,0
918xx,D1,D,14.61,3,685,689,0,0.0,CA,12e4,0,0,8000,0.0,4,0
070xx,B2,B,11.48,3,735,739,1,3.3,NJ,3e4,0,0,12000,18.2,1,0
606xx,D3,D,15.31,3,670,674,1,92.4,IL,68496.0,0,0,12000,13.1,4,0
921xx,A5,A,8.94,3,785,789,0,22.2,CA,45e3,0,0,16750,13.81,8,0
756xx,C3,C,13.57,3,700,704,0,45.5,TX,39996.0,0,0,7000,16.32,1,0
334xx,C1,C,12.87,3,690,694,1,70.0,FL,50004.0,0,0,6250,21.84,2,0
191xx,B3,B,11.83,3,700,704,1,8.9,PA,49800.0,0,0,2400,6.94,2,0
604xx,E1,E,16.35,3,670,674,1,94.2,IL,21e4,1,78,15000,19.33,5,1
786xx,B3,B,11.83,3,715,719,3,30.1,TX,95e3,0,0,14400,11.52,9,0
325xx,A5,A,8.94,3,725,729,0,15.6,FL,24e3,0,0,6000,8.05,7,0
941xx,B2,B,11.48,3,795,799,0,1.4,CA,74e3,0,0,20000,14.06,4,0
210xx,B1,B,11.14,3,725,729,0,48.6,MD,85e3,0,0,8000,17.39,2,0
908xx,A2,A,7.4,3,800,804,2,2.0,CA,99900.0,0,0,2700,0.18,1,0
146xx,D1,D,14.61,3,710,714,1,20.6,NY,6e4,0,0,5000,20.92,1,0
094xx,C1,C,12.87,3,740,744,0,2.8,NY,8e4,0,0,19200,10.93,9,1
947xx,A2,A,7.4,3,790,794,0,0.0,CA,88e3,0,0,3000,5.58,1,0
553xx,D3,D,15.31,3,665,669,2,74.4,MN,36e3,0,0,10000,14.83,2,0
922xx,D4,D,15.65,3,675,679,1,51.0,CA,24996.0,0,0,5000,18.39,3,1
750xx,C2,C,13.22,3,685,689,0,10.3,TX,28e3,0,0,7000,15.09,1,0
088xx,C5,C,14.26,3,685,689,3,76.4,NJ,75e3,0,0,20000,8.02,2,0
431xx,A3,A,7.74,3,755,759,0,13.3,OH,14e3,0,0,3000,21.51,4,0
970xx,B3,B,11.83,3,715,719,0,87.1,OR,135e3,1,96,11000,19.67,1,0
305xx,A5,A,8.94,3,750,754,4,0.0,GA,75e3,0,0,2000,7.18,1,0
770xx,C4,C,13.92,3,690,694,0,59.3,TX,3e4,0,0,9000,12.04,1,0
900xx,E3,E,17.04,3,690,694,1,96.8,CA,5e4,0,0,2500,13.66,5,0
891xx,B1,B,11.14,3,710,714,0,84.2,NV,7e4,0,0,2500,18.09,4,1
027xx,B4,B,12.18,3,710,714,0,31.9,MA,62851.0,0,0,12000,9.03,8,0
958xx,A4,A,8.59,3,730,734,0,16.2,CA,28880.0,0,0,2000,15.96,4,0
190xx,C1,C,12.87,3,705,709,0,67.8,PA,38e3,0,0,12500,10.39,1,1
672xx,B4,B,12.18,3,700,704,3,67.0,KS,55e3,0,0,5000,22.45,1,1
910xx,C2,C,13.22,3,680,684,2,57.5,CA,22884.0,0,0,1200,10.54,2,0
064xx,A2,A,7.4,3,755,759,0,61.4,CT,4e4,0,0,3000,5.55,2,0
762xx,C4,C,13.92,3,680,684,0,91.9,TX,41579.0,0,0,8000,23.69,1,0
925xx,A1,A,7.05,3,775,779,1,6.8,CA,25e3,0,0,3000,8.16,1,0
034xx,B3,B,11.83,3,740,744,2,1.7,NH,45e3,0,0,4000,8.43,3,0
133xx,A2,A,7.4,3,805,809,0,2.3,NY,1e4,0,0,2650,1.2,1,1
113xx,A5,A,8.94,3,775,779,0,38.0,NY,55e3,0,0,16000,9.38,1,0
381xx,D5,D,16.0,3,750,754,7,35.6,TX,7e4,0,0,8000,17.21,7,0
083xx,A5,A,8.94,3,780,784,0,23.9,NJ,72e3,0,0,15000,10.2,1,0
115xx,C4,C,13.92,3,685,689,0,92.3,NY,55e3,0,0,10200,19.75,9,0
109xx,D2,D,14.96,3,665,669,2,90.6,NY,11e4,0,0,5000,11.92,5,0
890xx,B3,B,11.83,3,750,754,0,53.5,NV,9e4,0,0,24000,10.21,1,1
853xx,A4,A,8.59,3,760,764,1,26.7,AZ,45e3,0,0,4000,4.72,3,0
021xx,D3,D,15.31,3,675,679,0,2.5,MA,43e3,0,0,5500,0.28,5,0
941xx,A5,A,8.94,3,755,759,0,76.7,CA,35e3,0,0,7000,10.49,2,0
486xx,A5,A,8.94,3,755,759,0,22.7,MI,5e4,0,0,4900,10.66,5,0
029xx,E5,E,17.74,3,660,664,3,46.1,RI,2e5,0,0,20000,8.89,1,1
750xx,D4,D,15.65,3,665,669,0,93.2,TX,13e4,0,0,5600,6.94,1,0
486xx,C1,C,12.87,3,705,709,1,94.7,MI,22880.0,0,0,7000,19.56,2,0
846xx,B1,B,11.14,3,740,744,1,89.9,UT,1e5,0,0,5300,8.47,3,0
761xx,C5,C,14.26,3,685,689,1,46.9,TX,64e3,0,0,4900,12.9,1,0
300xx,E1,E,16.35,3,705,709,1,69.9,GA,42e3,0,0,15200,18.57,9,0
781xx,D2,D,14.96,3,695,699,0,41.2,TX,102e3,0,0,18000,20.45,1,0
481xx,C5,C,14.26,3,690,694,3,77.4,MI,124e3,0,0,11000,16.3,9,0
324xx,A3,A,7.74,3,770,774,2,19.0,FL,81400.0,0,0,10000,12.6,1,0
117xx,D1,D,14.61,3,685,689,1,35.7,NY,6e4,0,0,20500,23.86,1,0
141xx,D3,D,15.31,3,735,739,0,1.8,NY,27036.0,0,0,13750,15.53,1,0
105xx,A5,A,8.94,3,770,774,2,6.0,NY,102e3,0,0,15000,6.21,1,0
550xx,C5,C,14.26,3,690,694,2,36.5,MN,33e3,0,0,12500,8.11,4,0
194xx,A4,A,8.59,3,755,759,1,11.7,PA,24996.0,0,0,9250,22.9,2,0
176xx,A2,A,7.4,3,780,784,1,9.4,PA,52700.0,0,0,4000,17.24,7,0
921xx,B5,B,12.53,3,690,694,0,75.7,CA,48492.0,0,0,3600,24.47,6,1
490xx,A5,A,8.94,3,720,724,1,31.5,MI,45e3,0,0,7000,15.2,1,1
155xx,F1,F,18.09,3,670,674,3,74.4,PA,7e4,0,0,25000,21.02,1,1
328xx,B5,B,12.53,3,685,689,2,81.6,FL,69996.0,0,0,6000,17.28,1,0
191xx,C2,C,13.22,3,810,814,2,3.6,PA,8e4,0,0,7000,0.22,5,0
209xx,A2,A,7.4,3,805,809,0,1.0,MD,49896.0,0,0,2800,7.96,8,0
201xx,D1,D,14.61,3,690,694,0,94.1,VA,5e4,0,0,4000,10.01,3,0
076xx,B4,B,12.18,3,770,774,2,5.34,NJ,39996.0,0,0,10000,23.01,8,0
956xx,D3,D,15.31,3,670,674,3,20.3,CA,47496.0,0,0,5000,3.79,9,1
201xx,D5,D,16.0,3,665,669,1,97.7,VA,41200.0,0,0,4000,19.63,1,0
945xx,D5,D,16.0,3,670,674,2,0.0,CA,6e4,0,0,8000,6.78,8,0
606xx,B4,B,12.18,3,745,749,4,15.5,IL,45996.0,0,0,25000,11.3,1,0
232xx,B3,B,11.83,3,740,744,2,0.0,VA,36e3,0,0,15000,12.27,7,0
217xx,C3,C,13.57,3,695,699,0,95.3,MD,82e3,0,0,6000,19.93,8,0
774xx,D2,D,14.96,3,660,664,0,82.9,TX,73500.0,0,0,6000,18.43,7,0
432xx,C4,C,13.92,3,675,679,1,72.9,OH,126e3,0,0,7500,11.86,4,0
327xx,C2,C,13.22,3,710,714,0,51.1,FL,31200.0,0,0,6000,17.96,4,0
541xx,A4,A,8.59,3,740,744,0,36.7,WI,6e4,0,0,6200,19.1,1,0
327xx,B5,B,12.53,3,700,704,2,59.9,FL,80004.0,0,0,7000,15.93,5,0
800xx,A4,A,8.59,3,725,729,0,61.7,CO,6e4,0,0,3350,22.54,6,0
945xx,E2,E,16.7,3,660,664,0,65.8,CA,55e3,0,0,9000,6.83,1,0
282xx,B2,B,11.48,3,760,764,1,7.3,WY,8e4,0,0,22000,3.33,2,0
945xx,B5,B,12.53,3,675,679,2,66.0,CA,28e3,0,0,1800,15.21,1,0
802xx,C4,C,13.92,3,680,684,2,35.7,CO,32e3,0,0,1500,4.09,1,0
722xx,C3,C,13.57,3,690,694,3,97.7,AR,7e4,0,0,5600,17.47,1,0
535xx,A2,A,7.4,3,760,764,0,14.9,WI,32e3,0,0,2500,11.48,1,0
853xx,C4,C,13.92,3,680,684,3,28.3,AZ,57996.0,0,0,13000,19.24,8,0
222xx,D4,D,15.65,3,690,694,0,64.3,VA,1e5,0,0,25000,14.02,2,0
853xx,F2,F,18.43,3,665,669,1,73.7,AZ,33276.0,0,0,8400,4.18,2,0
448xx,C1,C,12.87,3,685,689,0,83.3,OH,27456.0,0,0,9250,18.97,1,0
060xx,B3,B,11.83,3,705,709,3,64.4,CT,69996.0,0,0,7200,23.33,1,0
024xx,A5,A,8.94,3,775,779,0,63.2,MA,67275.0,0,0,6500,12.49,4,0
982xx,A5,A,8.94,3,725,729,0,74.5,WA,38e3,0,0,5000,18.54,1,0
201xx,D3,D,15.31,3,665,669,1,74.0,VA,50004.0,0,0,12000,5.59,3,0
604xx,B4,B,12.18,3,700,704,0,65.6,IL,5e4,0,0,8000,8.54,2,0
779xx,D3,D,15.31,3,660,664,2,60.2,TX,37e3,0,0,7500,21.15,1,1
900xx,B4,B,12.18,3,705,709,2,72.4,CA,4e4,0,0,12000,19.86,2,0
207xx,A5,A,8.94,3,770,774,0,20.6,MD,12e4,0,0,16000,7.85,1,0
781xx,D5,D,16.0,3,700,704,1,36.2,TX,9e4,0,0,8000,6.03,9,0
068xx,B5,B,12.53,3,720,724,0,96.6,CT,145e3,0,0,9000,9.76,4,1
895xx,A2,A,7.4,3,745,749,0,37.2,NV,113e3,0,0,2100,13.19,1,0
330xx,C3,C,13.57,3,715,719,1,15.3,FL,46e3,0,0,10800,2.77,4,1
932xx,B3,B,11.83,3,740,744,4,64.6,CA,128e3,0,0,18000,12.92,2,0
925xx,B4,B,12.18,3,710,714,0,38.5,CA,6e4,0,0,16000,16.4,5,0
926xx,A4,A,8.59,3,735,739,3,81.0,CA,137004.0,0,0,5600,12.15,1,1
105xx,B3,B,11.83,3,730,734,1,46.2,NY,182496.0,0,0,15000,9.26,3,1
200xx,C3,C,13.57,3,710,714,3,66.6,DC,17e4,0,0,12000,5.51,1,0
415xx,C2,C,13.22,3,675,679,1,81.2,KY,36e3,1,114,3000,22.43,3,0
961xx,B5,B,12.53,3,685,689,0,54.8,CA,3e4,0,0,5500,16.2,1,0
076xx,B5,B,12.53,3,715,719,0,65.9,NJ,38e3,0,0,7800,16.42,6,0
112xx,D3,D,15.31,3,790,794,0,2.1,NY,26e3,0,0,10000,1.38,1,0
904xx,C2,C,13.22,3,695,699,1,56.1,CA,4e4,0,0,15250,22.41,3,1
024xx,B2,B,11.48,3,755,759,1,27.4,MA,78e3,0,0,20000,5.72,5,0
915xx,C3,C,13.57,3,680,684,0,90.1,CA,13e4,0,0,4550,17.46,1,0
926xx,A5,A,8.94,3,760,764,0,20.7,CA,98e3,0,0,14500,17.2,4,0
926xx,A2,A,7.4,3,770,774,2,5.2,CA,46e3,0,0,7000,23.87,1,0
928xx,D1,D,14.61,3,675,679,2,50.6,CA,14e3,0,0,4750,10.71,2,0
065xx,B5,B,12.53,3,685,689,0,43.5,CT,6e4,1,118,4500,1.12,1,1
606xx,C1,C,12.87,3,715,719,1,73.2,IL,135e3,0,0,24250,8.08,1,1
750xx,B2,B,11.48,3,750,754,3,6.1,TX,1e5,0,0,20000,11.02,4,0
232xx,B1,B,11.14,3,710,714,0,68.7,VA,17496.0,0,0,1500,20.37,6,1
296xx,B3,B,11.83,3,745,749,2,48.2,SC,95e3,0,0,20000,4.24,5,1
301xx,A5,A,8.94,3,715,719,1,27.0,GA,54e3,0,0,3000,7.44,7,0
296xx,D5,D,16.0,3,715,719,0,82.0,SC,11e4,0,0,20000,18.13,1,1
208xx,E2,E,16.7,3,675,679,1,93.3,MD,15e4,0,0,25000,24.77,1,0
028xx,D2,D,14.96,3,680,684,1,80.0,RI,38004.0,0,0,12000,10.1,3,0
221xx,B5,B,12.53,3,700,704,0,45.6,VA,6e4,0,0,9500,5.42,9,0
604xx,C5,C,14.26,3,685,689,1,42.0,IL,4e4,0,0,4500,2.34,4,0
554xx,D3,D,15.31,3,665,669,1,22.8,MN,15e3,0,0,2800,6.8,1,0
936xx,D3,D,15.31,3,750,754,1,10.3,CA,55e3,0,0,8000,19.66,1,0
100xx,D2,D,14.96,3,690,694,2,98.8,NY,6e4,0,0,1600,6.42,1,0
223xx,B5,B,12.53,3,725,729,1,30.2,VA,75e3,0,0,17000,14.15,1,0
759xx,A3,A,7.74,3,765,769,0,7.6,TX,105e3,0,0,7000,7.27,1,0
065xx,A3,A,7.74,3,775,779,1,16.7,CT,67e3,0,0,9250,8.17,2,1
063xx,B4,B,12.18,3,765,769,1,8.3,CT,81e3,0,0,15000,13.1,1,0
941xx,D1,D,14.61,3,705,709,2,84.3,CA,12e4,0,0,25000,20.52,1,1
770xx,C4,C,13.92,3,725,729,1,12.8,TX,2e5,1,91,3000,5.35,4,0
956xx,C2,C,13.22,3,705,709,0,67.3,CA,107e3,0,0,19800,17.05,1,1
194xx,C4,C,13.92,3,705,709,2,0.5,PA,84996.0,0,0,20000,12.61,8,0
939xx,B3,B,11.83,3,730,734,1,46.1,CA,8e4,0,0,12000,18.9,1,1
801xx,C5,C,14.26,3,665,669,2,49.1,CO,5e4,0,0,3250,19.2,5,0
400xx,A2,A,7.4,3,785,789,0,12.3,KY,89016.0,0,0,4500,6.77,1,0
816xx,A5,A,8.94,3,785,789,2,3.2,CO,37500.0,0,0,10000,13.73,1,0
950xx,D5,D,16.0,3,660,664,0,92.9,CA,5e4,0,0,5400,10.61,2,0
774xx,B2,B,11.48,3,715,719,0,0.0,TX,46e3,0,0,4000,22.93,2,0
752xx,D5,D,16.0,3,660,664,2,85.6,NY,125e3,0,0,12000,23.85,1,0
641xx,A3,A,7.74,3,750,754,2,64.9,MO,75e3,0,0,6000,22.9,1,0
238xx,D3,D,15.31,3,680,684,0,74.4,VA,125e3,0,0,24000,11.71,1,1
223xx,D5,D,16.0,3,695,699,0,90.1,VA,97e3,0,0,25000,15.06,1,0
254xx,C3,C,13.57,3,680,684,0,72.7,WV,45e3,0,0,10000,8.75,1,0
540xx,B4,B,12.18,3,710,714,3,66.1,WI,72e3,0,0,10000,13.82,9,0
604xx,C5,C,14.26,3,685,689,3,0.0,IL,24996.0,0,0,4200,5.14,1,0
480xx,E1,E,16.35,3,680,684,1,86.9,MI,144996.0,0,0,25000,14.32,2,0
922xx,C5,C,14.26,3,695,699,2,1.5,CA,40500.0,0,0,6000,20.83,1,0
853xx,B3,B,11.83,3,730,734,0,1.7,AZ,75e3,1,106,15600,17.26,8,0
366xx,A3,A,7.74,3,775,779,1,8.9,AL,55e3,0,0,9000,9.93,7,0
201xx,B5,B,12.53,3,695,699,1,69.8,VA,60996.0,0,0,8500,16.11,2,0
551xx,C5,C,14.26,3,680,684,0,23.2,MN,45e3,0,0,16000,14.67,1,1
201xx,D1,D,14.61,3,695,699,0,73.2,VA,136e3,0,0,24000,21.94,6,0
624xx,B1,B,11.14,3,760,764,5,18.2,IL,52e3,0,0,8000,19.06,1,0
770xx,B3,B,11.83,3,715,719,1,59.6,TX,55e3,0,0,13800,20.86,2,0
871xx,A4,A,8.59,3,780,784,0,19.1,NM,46800.0,0,0,13000,2.87,4,0
853xx,B4,B,12.18,3,695,699,3,60.9,AZ,33996.0,0,0,5000,2.22,1,0
940xx,D5,D,16.0,3,680,684,2,52.2,CA,80004.0,0,0,25000,17.83,1,0
125xx,A5,A,8.94,3,770,774,1,15.4,NY,75996.0,0,0,16000,6.79,6,0
019xx,C3,C,13.57,3,705,709,1,42.7,MA,79e3,0,0,18500,10.68,4,0
666xx,C3,C,13.57,3,670,674,1,83.4,KS,66120.0,0,0,2800,11.16,1,0
544xx,D2,D,14.96,3,790,794,2,14.3,WI,75e3,0,0,25000,6.3,1,0
841xx,C3,C,13.57,3,675,679,1,76.0,UT,27396.0,0,0,5000,21.42,1,0
085xx,B4,B,12.18,3,705,709,0,0.1,NJ,84e3,0,0,4500,0.07,1,0
201xx,A3,A,7.74,3,740,744,0,64.6,VA,77270.8,0,0,3000,7.33,9,0
300xx,B4,B,12.18,3,735,739,0,55.7,GA,102489.4,0,0,25000,7.49,1,0
335xx,D2,D,14.96,3,675,679,1,65.9,FL,6e4,0,0,16000,21.54,8,0
661xx,D3,D,15.31,3,695,699,0,81.8,KS,6e4,0,0,25000,22.38,1,0
618xx,B1,B,11.14,3,720,724,0,39.2,IL,24e3,0,0,3000,8.7,1,0
024xx,C1,C,12.87,3,695,699,0,12.1,MA,15e4,0,0,9500,2.5,6,0
900xx,C3,C,13.57,3,705,709,0,25.1,CA,9e4,0,0,20000,5.13,1,0
824xx,A3,A,7.74,3,785,789,4,3.2,WY,27204.0,0,0,1800,1.46,1,0
840xx,C2,C,13.22,3,675,679,3,72.5,UT,58e3,0,0,9000,16.9,4,0
341xx,A4,A,8.59,3,730,734,0,71.4,FL,85e3,0,0,2500,23.53,1,0
827xx,E5,E,17.74,3,675,679,0,97.6,WY,65e3,0,0,12000,24.13,2,0
210xx,A3,A,7.74,3,790,794,1,2.5,MD,45e3,0,0,5950,11.39,1,0
947xx,A3,A,7.74,3,760,764,0,38.6,CA,69360.0,0,0,4000,10.83,5,0
027xx,B3,B,11.83,3,730,734,2,25.6,MA,43e3,0,0,18550,5.86,4,0
900xx,A5,A,8.94,3,725,729,0,56.5,CA,24e3,0,0,5000,19.2,2,0
940xx,D2,D,14.96,3,720,724,0,98.2,CA,165e3,0,0,10000,10.33,1,0
852xx,B1,B,11.14,3,760,764,1,32.7,AZ,76e3,0,0,17000,6.65,7,1
012xx,D4,D,15.65,3,685,689,1,67.8,MA,16e4,0,0,25000,16.79,2,0
565xx,B2,B,11.48,3,765,769,0,36.5,MN,37584.0,0,0,20000,10.19,2,0
208xx,C1,C,12.87,3,775,779,1,46.1,MD,3e5,0,0,24000,0.54,2,0
088xx,B1,B,11.14,3,740,744,0,24.2,NJ,59e3,0,0,13000,18.63,2,0
605xx,A4,A,8.59,3,770,774,3,21.4,IL,13e4,0,0,12000,6.61,1,0
846xx,B4,B,12.18,3,705,709,0,79.0,UT,36e3,0,0,11200,11.1,8,0
181xx,A5,A,8.94,3,735,739,1,46.4,PA,75e3,0,0,10000,12.64,4,0
322xx,B5,B,12.53,3,770,774,7,7.6,FL,48e3,0,0,8000,4.97,3,0
245xx,B5,B,12.53,3,695,699,0,84.1,VA,55e3,0,0,7000,21.23,8,0
072xx,C1,C,12.87,3,685,689,0,72.2,NJ,65004.0,0,0,7000,9.12,5,0
891xx,D5,D,16.0,3,660,664,2,12.1,NV,33396.0,0,0,2800,14.77,3,1
100xx,A4,A,8.59,3,745,749,1,64.1,NY,84996.0,0,0,4000,7.3,2,0
980xx,C1,C,12.87,3,700,704,1,41.6,WA,43e3,0,0,8000,15.04,1,0
970xx,C3,C,13.57,3,700,704,0,91.5,OR,39689.0,0,0,13000,24.04,1,1
928xx,A3,A,7.74,3,745,749,1,36.0,CA,78300.0,0,0,5000,9.27,1,0
089xx,D3,D,15.31,3,660,664,3,33.2,NJ,51e3,0,0,8000,16.52,3,0
913xx,B3,B,11.83,3,730,734,1,44.8,CA,63223.32,0,0,15000,15.87,1,1
141xx,B1,B,11.14,3,715,719,2,74.1,NY,140300.0,0,0,6000,17.3,6,0
936xx,E3,E,17.04,3,660,664,1,95.3,CA,28800.0,0,0,6000,12.42,1,0
021xx,E2,E,16.7,3,680,684,0,99.1,MA,57200.0,0,0,13075,19.89,1,0
486xx,B2,B,11.48,3,735,739,1,50.8,MI,66e3,0,0,17500,11.71,4,0
535xx,D4,D,15.65,3,735,739,3,62.6,WI,101e3,0,0,25000,9.01,1,1
442xx,C4,C,13.92,3,675,679,1,66.0,OH,74e3,1,86,8000,4.2,2,0
945xx,B2,B,11.48,3,740,744,0,24.3,CA,96e3,0,0,17000,23.18,1,0
840xx,E3,E,17.04,3,680,684,2,98.8,UT,72e3,1,89,8200,15.87,4,0
980xx,C3,C,13.57,3,785,789,0,0.0,WA,25e3,0,0,4750,5.09,1,0
840xx,D2,D,14.96,3,750,754,0,7.1,UT,9e4,0,0,20500,16.12,5,0
304xx,C1,C,12.87,3,680,684,0,33.8,GA,140004.0,0,0,4500,18.99,8,0
060xx,C1,C,12.87,3,720,724,1,63.6,CT,21e4,0,0,24250,8.13,2,0
212xx,A5,A,8.94,3,730,734,0,9.2,MD,6e4,1,100,6000,1.16,1,0
956xx,E5,E,17.74,3,700,704,3,74.4,CA,76368.0,1,107,20000,7.04,1,0
941xx,A4,A,8.59,3,750,754,2,30.9,CA,95e3,0,0,8600,16.16,1,0
787xx,F2,F,18.43,3,695,699,1,97.1,TX,2e4,0,0,5000,10.32,1,0
152xx,A4,A,8.59,3,745,749,0,36.8,PA,45900.0,0,0,6400,15.24,1,0
731xx,B4,B,12.18,3,705,709,1,41.8,OK,12e4,0,0,11000,9.38,1,0
761xx,B2,B,11.48,3,715,719,2,55.1,TX,45e3,0,0,2100,18.24,1,0
021xx,B4,B,12.18,3,715,719,0,66.9,MA,75e3,0,0,16500,16.06,8,0
462xx,B3,B,11.83,3,715,719,1,8.4,IL,154e3,0,0,12400,17.38,5,0
335xx,B4,B,12.18,3,720,724,0,31.8,FL,5e4,0,0,15000,21.24,8,1
114xx,E1,E,16.35,3,670,674,1,63.6,NY,37992.0,0,0,5000,5.18,3,0
223xx,A5,A,8.94,3,790,794,0,9.1,VA,113004.0,0,0,15000,6.24,1,0
891xx,B4,B,12.18,3,695,699,3,86.6,NV,95e3,0,0,2800,16.96,7,1
941xx,A4,A,8.59,3,765,769,0,13.7,CA,6e4,0,0,10000,3.78,4,0
209xx,B3,B,11.83,3,730,734,0,12.0,MD,75996.0,2,36,8000,8.98,7,0
775xx,B4,B,12.18,3,690,694,2,63.9,TX,119500.0,1,103,3500,13.42,1,0
874xx,A4,A,8.59,3,750,754,1,28.0,NM,52e3,0,0,10000,14.35,2,0
762xx,A5,A,8.94,3,735,739,2,17.3,TX,3e4,0,0,10000,5.6,1,1
452xx,B3,B,11.83,3,730,734,1,50.7,OH,64500.0,0,0,15000,11.0,2,0
080xx,A4,A,8.59,3,735,739,1,24.0,NJ,39e3,0,0,5600,8.34,5,0
912xx,B2,B,11.48,3,735,739,2,59.6,CA,72500.0,0,0,15000,23.9,1,1
320xx,B2,B,11.48,3,755,759,4,23.0,FL,5e4,0,0,12000,12.41,3,0
191xx,C4,C,13.92,3,680,684,0,78.9,PA,96e3,0,0,6000,7.0,7,0
331xx,B4,B,12.18,3,705,709,2,9.6,FL,38268.0,0,0,8400,14.05,1,0
221xx,A3,A,7.74,3,750,754,1,25.7,VA,1e5,0,0,5000,10.24,1,0
112xx,F5,F,19.47,3,665,669,0,97.4,NY,15e4,0,0,20000,0.98,1,0
021xx,B3,B,11.83,3,745,749,0,50.3,MA,172500.0,0,0,20000,13.22,3,0
435xx,A3,A,7.74,3,780,784,2,1.6,OH,79e3,0,0,7000,3.17,1,0
941xx,B4,B,12.18,3,720,724,1,79.3,CA,11e4,0,0,18000,8.23,4,0
750xx,C1,C,12.87,3,680,684,3,73.1,TX,37e3,0,0,3500,9.79,1,0
272xx,B4,B,12.18,3,710,714,2,46.2,SC,3e4,0,0,1925,8.36,1,0
223xx,E2,E,16.7,3,670,674,0,81.2,VA,60504.0,0,0,20000,20.94,1,0
331xx,B4,B,12.18,3,705,709,0,53.4,FL,15e3,0,0,5175,13.12,3,1
232xx,E1,E,16.35,3,760,764,1,32.2,VA,59e3,0,0,20000,2.87,1,0
941xx,B1,B,11.14,3,755,759,0,34.9,CA,77e3,0,0,16000,5.84,2,0
075xx,B2,B,11.48,3,750,754,0,67.0,NJ,43200.0,0,0,13800,23.61,1,0
076xx,B5,B,12.53,3,715,719,1,60.1,NJ,85e3,0,0,20000,24.56,3,1
113xx,C3,C,13.57,3,670,674,1,80.7,NY,4e4,1,101,3000,22.98,7,0
534xx,C4,C,13.92,3,740,744,7,80.7,WI,69e3,0,0,20000,14.99,9,1
931xx,B1,B,11.14,3,725,729,0,29.5,CA,3e4,0,0,10000,12.92,3,1
132xx,E3,E,17.04,3,665,669,2,16.0,NY,77004.0,0,0,2400,7.46,1,0
010xx,B3,B,11.83,3,740,744,0,37.5,MA,8e4,0,0,20000,12.95,1,0
112xx,B2,B,11.48,3,725,729,1,31.7,NY,36e3,0,0,8000,2.9,1,0
773xx,A2,A,7.4,3,755,759,1,50.2,TX,186e3,0,0,2500,4.06,3,0
068xx,B2,B,11.48,3,735,739,1,30.1,CT,36e3,0,0,15850,22.47,1,0
119xx,F1,F,18.09,3,675,679,2,16.1,NY,44760.0,0,0,8000,13.81,2,0
306xx,B4,B,12.18,3,720,724,0,49.1,GA,49e3,0,0,15000,16.97,5,0
150xx,D4,D,15.65,3,660,664,3,12.2,PA,5e4,0,0,14000,6.0,3,0
662xx,B4,B,12.18,3,740,744,5,27.9,KS,54288.0,0,0,15350,15.47,3,1
492xx,B1,B,11.14,3,765,769,0,5.2,MI,75e3,0,0,15000,8.05,7,0
606xx,B5,B,12.53,3,710,714,0,62.0,IL,89800.0,0,0,20000,18.72,1,0
443xx,D2,D,14.96,3,670,674,1,38.2,OH,33996.0,0,0,10000,17.08,1,0
231xx,C2,C,13.22,3,715,719,0,29.2,VA,51996.0,0,0,15000,1.96,2,0
774xx,A5,A,8.94,3,760,764,3,33.0,TX,135e3,0,0,11000,13.79,1,0
238xx,B3,B,11.83,3,740,744,2,0.0,VA,58e3,0,0,14000,8.23,1,0
302xx,B4,B,12.18,3,690,694,1,34.6,GA,76992.0,0,0,1800,5.3,8,0
900xx,C3,C,13.57,3,690,694,0,68.6,CA,16e4,1,93,13750,9.43,1,0
630xx,C5,C,14.26,3,685,689,0,93.1,MO,35e3,0,0,13475,22.11,1,1
146xx,A5,A,8.94,3,795,799,1,52.7,NY,11e4,0,0,15000,7.07,1,0
069xx,C5,C,14.26,3,685,689,1,90.9,CT,52e3,0,0,15000,19.68,1,0
601xx,B4,B,12.18,3,690,694,0,55.3,IL,53500.0,0,0,5000,10.5,4,0
913xx,A5,A,8.94,3,775,779,3,17.0,CA,8e4,0,0,18000,5.37,1,1
108xx,C1,C,12.87,3,700,704,2,49.4,NY,54996.0,0,0,12500,17.61,1,0
606xx,C3,C,13.57,3,680,684,3,72.1,IL,122e3,0,0,10000,8.38,8,0
940xx,B3,B,11.83,3,710,714,1,47.7,CA,52e3,0,0,9000,20.49,1,0
891xx,C2,C,13.22,3,680,684,0,59.8,NV,59363.0,0,0,6000,14.47,2,0
890xx,B2,B,11.48,3,725,729,1,50.0,NV,109e3,0,0,14000,21.29,4,1
535xx,A3,A,7.74,3,750,754,3,41.4,WI,80500.0,0,0,6000,15.69,4,0
127xx,C2,C,13.22,3,705,709,1,94.6,NY,41892.0,0,0,11300,19.05,8,0
541xx,A5,A,8.94,3,760,764,4,15.9,WI,115e3,0,0,8000,2.7,8,0
958xx,C1,C,12.87,3,705,709,0,46.0,CA,29004.0,0,0,6000,10.51,8,0
539xx,C3,C,13.57,3,725,729,0,95.4,WI,18e3,0,0,6350,21.53,2,0
895xx,C4,C,13.92,3,685,689,0,59.7,NV,77004.0,0,0,16000,15.83,2,0
111xx,B1,B,11.14,3,730,734,2,18.9,NY,45e3,0,0,10000,22.13,9,0
