"","loan_amnt","term","emp_length","home_ownership","annual_inc","addr_state","dti","delinq_2yrs","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc","pub_rec_bankruptcies","fico","is_bad"
"37025",12000,3,6,"RENT",65000,"TX",4.95,1,0,5,0,12379,91.7,8,0,687,0
"37026",20000,3,7,"MORTGAGE",82726,"AL",0.22,0,0,3,0,106,0.5,10,0,807,0
"37027",13500,3,2,"MORTGAGE",1e+05,"TX",10.6,0,0,7,0,18640,44.9,20,0,752,0
"37028",20000,3,1,"RENT",77004,"FL",18.56,0,0,13,0,18661,76.5,25,0,682,0
"37029",14000,3,4,"MORTGAGE",30000,"CA",21.76,0,0,8,0,19291,34.1,11,0,762,0
"37030",8000,3,1,"MORTGAGE",52739,"CO",14.84,0,0,4,0,9589,12.6,14,0,782,0
"37031",3000,3,1,"RENT",20800,"MT",3.58,0,0,7,0,2731,97.5,10,0,707,0
"37032",6500,3,8,"RENT",50000,"AZ",14.34,0,2,7,0,178,0.5,12,0,747,0
"37033",7000,3,2,"RENT",50004,"NY",8.74,0,0,10,0,20248,27.7,16,0,692,1
"37034",16000,3,6,"RENT",63175.25,"CA",19.13,0,3,12,0,55188,98.3,43,0,667,1
"37035",25000,3,1,"MORTGAGE",150000,"AK",6.82,0,0,5,0,0,0,12,0,682,0
"37036",12000,3,2,"RENT",75000,"NY",6.88,0,0,6,0,0,0,14,0,767,1
"37037",5000,3,1,"RENT",28000,"MI",14.77,0,3,8,0,7443,23,12,0,692,0
"37038",2500,3,1,"OWN",42108,"GA",23.88,0,2,10,0,634,14.4,20,0,747,0
"37039",20475,3,6,"MORTGAGE",57996,"OH",9.48,0,3,12,0,14066,24.3,21,0,692,0
"37040",10000,3,1,"MORTGAGE",60000,"MA",2.88,0,0,7,0,3123,10.4,18,0,762,0
"37041",7000,3,4,"RENT",56000,"CA",0.73,0,2,9,0,2240,5.1,18,0,742,0
"37042",12000,3,5,"RENT",75000,"OK",11.25,0,6,10,0,13816,23.7,20,0,747,0
"37043",10500,3,1,"MORTGAGE",74500,"CO",19.01,0,0,14,1,16390,89.6,22,1,692,0
"37044",15000,3,1,"RENT",102000,"VA",13.56,0,1,7,0,32024,63.8,24,0,707,0
"37045",10000,3,5,"RENT",91000,"NJ",13.32,0,0,8,0,14411,20.9,12,0,737,0
"37046",16000,3,1,"OWN",60000,"AZ",21.82,1,2,9,0,22252,80.2,30,0,692,0
"37047",3000,3,8,"MORTGAGE",40000,"CA",16.08,0,2,23,0,14582,26.7,31,0,727,1
"37048",7200,3,1,"MORTGAGE",73200,"NM",11.36,0,2,5,0,737,73.7,34,0,732,0
"37049",15000,3,1,"MORTGAGE",100296,"VA",11.13,0,0,26,0,9935,16.5,50,0,697,0
"37050",9000,3,1,"OTHER",28000,"AZ",12.3,0,2,5,0,11679,51.2,18,0,742,0
"37051",18400,3,4,"MORTGAGE",109000,"VA",14.38,0,1,9,0,56969,89.6,27,0,702,0
"37052",19500,3,1,"OTHER",48500,"MA",14.57,1,1,9,0,15563,50.9,24,0,662,0
"37053",6000,3,1,"MORTGAGE",130000,"VA",11.06,0,3,19,0,42125,50.7,32,0,672,0
"37054",1400,3,1,"RENT",10000,"PA",21.84,0,0,12,0,5032,47.5,12,0,697,0
"37055",16000,3,2,"MORTGAGE",111996,"CA",7.77,0,2,8,0,4923,29,33,0,712,0
"37056",18200,3,1,"RENT",45000,"CO",18.83,0,3,10,0,21526,55.5,18,0,722,0
"37057",3200,3,1,"RENT",37440,"VA",17.18,1,0,3,0,4548,81.2,4,0,682,0
"37058",3000,3,5,"RENT",45327,"AZ",2.57,2,0,3,0,1864,44.4,6,0,677,0
"37059",17525,3,1,"MORTGAGE",151800,"CA",15.72,1,0,16,0,37008,56.2,52,0,692,0
"37060",3600,3,7,"MORTGAGE",52000,"MI",19.87,0,0,14,0,9423,31.3,47,0,707,0
"37061",5100,3,1,"RENT",56000,"TX",7.85,0,0,10,0,2839,35,32,0,747,0
"37062",14800,3,1,"RENT",50000,"CT",5.52,0,2,7,0,3943,12.2,24,0,722,0
"37063",5000,3,1,"OWN",44400,"OH",17.03,1,2,8,0,7837,41.2,11,0,672,0
"37064",9600,3,1,"RENT",51996,"MN",3.67,0,1,20,0,1631,1.3,48,0,807,0
"37065",9000,3,7,"MORTGAGE",90000,"FL",13.63,0,2,15,0,51664,18,33,0,687,1
"37066",10000,3,1,"MORTGAGE",32004,"GA",21.48,0,1,5,0,7779,83.6,11,0,717,0
"37067",4800,3,7,"RENT",63000,"CA",13.81,1,3,8,1,5034,45.4,9,0,672,1
"37068",17000,3,2,"MORTGAGE",120000,"AL",3.91,0,1,10,0,20892,33.2,32,0,742,0
"37069",8550,3,1,"RENT",79000,"VA",18.14,0,3,10,0,7987,42.5,32,0,692,1
"37070",15900,3,1,"RENT",72000,"CA",3.52,0,0,7,0,16122,97.7,15,0,712,0
"37071",10800,3,2,"RENT",39288,"NY",5.53,0,1,12,0,14922,43.8,15,0,697,1
"37072",5000,3,1,"OTHER",50000,"CO",8.47,0,0,6,0,14020,38.5,18,0,782,0
"37073",5000,3,1,"RENT",33996,"CA",1.66,0,3,7,0,2221,34.2,11,0,732,0
"37074",12000,3,1,"OWN",65004,"VA",21.03,0,1,5,0,18273,85.4,22,0,702,0
"37075",20000,3,5,"MORTGAGE",150000,"CA",2.92,0,0,9,0,84236,4.6,23,0,827,0
"37076",15000,3,2,"MORTGAGE",75000,"CA",11.58,0,0,9,0,20133,76.8,28,0,707,0
"37077",20000,3,1,"RENT",96000,"CA",13.95,0,1,5,0,1175,22.2,5,0,722,0
"37078",20000,3,1,"RENT",38000,"IL",1.96,0,7,19,0,507,0.3,47,0,787,0
"37079",7200,3,3,"RENT",45000,"MA",0,0,3,4,0,0,0,11,0,782,0
"37080",20000,3,2,"MORTGAGE",115000,"MN",8.42,0,3,11,0,94699,54.2,27,0,742,0
"37081",12000,3,1,"OWN",68000,"CA",4.29,0,1,13,0,9273,19.7,18,0,697,0
"37082",10000,3,2,"RENT",60000,"AL",16.52,1,0,11,0,4121,71,23,0,687,0
"37083",3000,3,3,"RENT",68000,"IL",5.29,1,0,4,0,10870,80.5,13,0,687,0
"37084",7750,3,6,"RENT",30000,"CA",23.12,0,3,5,0,7333,71.9,6,0,662,0
"37085",10000,3,1,"MORTGAGE",120000,"IL",7.92,0,1,5,0,111055,87.2,27,0,717,0
"37086",5000,3,1,"OWN",19500,"OH",9.23,0,2,5,0,5783,25.4,11,0,772,0
"37087",6000,3,4,"RENT",42000,"FL",10.6,0,1,4,0,1878,81.7,14,0,692,0
"37088",10000,3,1,"MORTGAGE",60000,"CA",1.28,0,1,3,0,4980,55.3,7,0,702,0
"37089",5000,3,1,"RENT",27200,"CA",7.19,0,0,6,0,5091,57.2,12,0,682,0
"37090",6000,3,1,"MORTGAGE",44782.4,"AR",22.78,0,1,12,1,19270,97.3,22,1,692,0
"37091",6000,3,8,"MORTGAGE",44447.08,"TX",3.08,2,1,5,0,4901,58.7,12,0,677,0
"37092",10000,3,4,"RENT",70000,"NY",10.35,3,2,12,0,7198,29.1,26,0,682,0
"37093",20000,3,1,"MORTGAGE",120000,"NY",2.82,1,1,9,0,13417,31.3,18,0,727,0
"37094",5000,3,1,"RENT",75000,"NY",1.84,0,1,7,0,5104,44.4,13,0,702,0
"37095",1500,3,1,"RENT",40000,"AL",5.43,1,0,4,0,1434,13.7,13,0,687,0
"37096",1200,3,1,"MORTGAGE",40000,"MO",6.59,0,0,6,0,1262,42.1,13,0,697,0
"37097",6000,3,3,"MORTGAGE",122000,"NJ",14.72,0,2,18,0,73534,31.6,30,0,727,0
"37098",18000,3,7,"MORTGAGE",90000,"OH",8.93,0,1,10,0,126302,27.6,36,0,772,1
"37099",15000,3,1,"RENT",74000,"NY",19.83,0,3,14,0,52639,79.2,38,0,667,0
"37100",20000,3,7,"MORTGAGE",110000,"IL",10.92,0,3,13,0,25717,33.9,34,0,702,0
"37101",12000,3,1,"MORTGAGE",25000,"TX",11.04,1,0,14,0,9931,29.6,22,0,692,1
"37102",2500,3,1,"MORTGAGE",69508,"AL",20.15,0,2,13,0,51489,77.9,34,0,692,1
"37103",10000,3,3,"MORTGAGE",34560,"FL",16.22,0,0,8,0,21626,64,33,0,747,0
"37104",5500,3,7,"RENT",56000,"AZ",5.36,0,0,5,0,2707,56.4,20,0,737,0
"37105",15000,3,1,"RENT",60000,"CA",17.14,0,1,15,0,13853,73.3,31,0,672,0
"37106",6000,3,2,"MORTGAGE",62677,"NH",3.56,0,2,5,0,3567,66.1,14,0,722,0
"37107",5000,3,5,"MORTGAGE",88000,"AZ",23.88,0,1,17,1,40726,83,35,1,677,1
"37108",3000,3,7,"RENT",75000,"CA",11.9,0,0,7,0,5263,48.7,17,0,752,0
"37109",12000,3,1,"MORTGAGE",110004,"TX",17.82,0,0,21,0,28631,54.9,49,0,722,0
"37110",13000,3,1,"RENT",50000,"FL",11.16,0,0,13,0,12941,96.6,63,0,717,0
"37111",10200,3,1,"RENT",44000,"CA",14.37,0,0,7,0,14869,46.9,12,0,732,0
"37112",4500,3,1,"MORTGAGE",60000,"CA",8.66,0,0,5,1,13103,53.5,32,1,712,0
"37113",6000,3,1,"OTHER",82656,"CA",18.06,0,0,8,0,23958,87.1,34,0,682,0
"37114",3000,3,1,"MORTGAGE",55500,"OH",8.95,0,0,7,0,4975,21,26,0,772,0
"37115",12000,3,1,"RENT",46000,"CA",12.5,0,1,6,0,12376,97.4,9,0,667,0
"37116",10000,3,6,"RENT",55008,"CA",12.85,0,0,7,0,18810,59.5,16,0,667,0
"37117",6000,3,3,"RENT",65100,"NY",14.91,0,3,8,0,3234,98,26,0,662,0
"37118",3700,3,4,"RENT",76000,"AZ",22.97,0,0,7,0,47039,89.5,25,0,697,1
"37119",8000,3,1,"RENT",75000,"NY",11.98,0,1,6,0,6372,95.7,16,0,677,0
"37120",13750,3,8,"MORTGAGE",40872,"NY",24.43,0,1,16,0,28473,26.6,45,0,717,0
"37121",15000,3,1,"MORTGAGE",70000,"CA",0.26,0,1,4,0,495,4.9,17,0,807,0
"37122",2400,3,1,"MORTGAGE",41760,"FL",21.55,0,0,6,1,4332,98.5,23,0,672,1
"37123",20000,3,1,"RENT",52000,"CA",15.42,0,0,4,0,25971,66.6,6,0,727,1
"37124",25000,3,4,"MORTGAGE",128000,"TX",16.62,0,1,10,0,46663,47.4,30,0,712,1
"37125",2400,3,1,"RENT",14000,"CA",0.86,0,1,4,0,185,1.7,6,0,757,0
"37126",10000,3,2,"RENT",250000,"NY",10.51,0,2,8,0,89156,99.2,19,0,712,0
"37127",20000,3,1,"RENT",53004,"OH",8.87,0,0,9,0,5432,50.8,14,0,692,0
"37128",9600,3,6,"RENT",80000,"CA",24.77,0,1,8,0,12216,56.6,10,0,712,0
"37129",10000,3,1,"RENT",84996,"RI",21.12,0,1,19,0,30067,61.8,41,0,722,0
"37130",14000,3,1,"RENT",120000,"CA",20.67,0,1,7,0,69937,97.8,30,0,662,0
"37131",11000,3,3,"MORTGAGE",82000,"CA",0,1,0,13,0,3425,6,29,0,747,0
"37132",14400,3,1,"RENT",85000,"TX",1.5,0,0,10,0,4658,10.7,14,0,792,0
"37133",24000,3,8,"MORTGAGE",60000,"WA",19.8,0,1,25,1,23555,60.3,45,1,667,1
"37134",6400,3,1,"MORTGAGE",53000,"TX",16.35,1,0,15,0,6713,59.9,31,0,662,0
"37135",6000,3,4,"RENT",29000,"OR",4.34,0,1,7,0,3430,25.2,9,0,687,0
"37136",1800,3,1,"RENT",60000,"OR",18.42,1,0,14,0,4170,59.2,32,0,682,0
"37137",10000,3,2,"MORTGAGE",1e+05,"UT",15.01,0,0,10,0,25853,41.7,20,0,687,0
"37138",5000,3,4,"RENT",50252,"NY",13.09,0,1,8,0,2042,13.9,10,0,717,0
"37139",5000,3,6,"RENT",63000,"WI",11.09,0,3,10,0,836,9.2,13,0,717,0
"37140",1500,3,5,"MORTGAGE",56000,"WA",12.94,0,0,9,0,388,6.2,26,0,702,0
"37141",20000,3,1,"RENT",60000,"CA",9.94,0,0,11,0,23218,29.8,16,0,757,0
"37142",3000,3,1,"RENT",31356,"KS",19.33,0,1,5,0,2707,13.4,15,0,777,0
"37143",22000,3,1,"RENT",75000,"CA",22.08,0,0,17,0,23176,84.3,36,0,692,0
"37144",20000,3,1,"RENT",60000,"CA",6.48,0,0,4,0,52,1.5,5,0,782,0
"37145",8300,3,3,"MORTGAGE",82000,"WI",15.5,0,1,12,0,22164,96.8,34,0,727,0
"37146",24500,3,1,"RENT",92000,"CA",12.63,0,0,8,0,27920,33,11,0,727,0
"37147",4800,3,1,"MORTGAGE",48000,"OH",14.6,0,0,10,0,8900,49.2,23,0,742,0
"37148",8000,3,1,"MORTGAGE",80000,"SC",21.72,0,0,13,0,73150,72.9,38,0,697,1
"37149",3000,3,1,"RENT",31131,"CA",17.46,0,0,9,0,4922,65.6,11,0,662,0
"37150",8500,3,1,"RENT",42000,"TX",19.54,0,1,15,0,2689,14.5,30,0,702,0
"37151",12000,3,1,"OWN",50000,"MA",12.14,0,3,11,0,12651,86.1,19,0,677,0
"37152",8000,3,8,"MORTGAGE",60000,"NJ",23.46,0,1,10,0,44282,61.2,14,0,717,0
"37153",7500,3,7,"RENT",50000,"CA",19.73,0,3,13,0,12985,22.9,22,0,692,0
"37154",4550,3,1,"OTHER",58600,"GA",5.58,0,1,11,0,19572,49.3,30,0,757,0
"37155",10000,3,3,"MORTGAGE",95000,"CA",9.79,0,2,9,0,0,0,22,0,807,0
"37156",10000,3,2,"RENT",60000,"CA",7.24,2,0,6,0,3617,14.4,26,0,697,0
"37157",12500,3,2,"MORTGAGE",123000,"MD",5.84,1,1,5,0,13363,99,21,0,662,1
"37158",6500,3,8,"RENT",51012,"CA",13.81,0,0,15,0,29212,63.1,25,0,672,0
"37159",7250,3,1,"RENT",105000,"GA",5.04,0,1,10,0,2134,12.5,18,0,707,0
"37160",24000,3,6,"MORTGAGE",63000,"VT",15.83,1,1,13,0,11306,44.7,40,0,727,0
"37161",21000,3,6,"MORTGAGE",85000,"AZ",10.74,0,2,9,1,29381,88.2,18,0,687,1
"37162",5000,3,4,"MORTGAGE",45000,"MD",16.29,0,0,6,2,4373,81,8,0,662,0
"37163",3000,3,2,"RENT",46250,"MD",3.97,0,1,8,0,4361,7.3,12,0,762,0
"37164",7000,3,2,"MORTGAGE",26000,"IL",11.77,0,1,6,0,12597,63,7,0,662,0
"37165",4000,3,1,"RENT",38850,"CT",3.98,0,0,11,0,5490,12.2,12,0,667,0
"37166",14500,3,1,"RENT",36000,"NH",21.8,0,0,5,0,23772,84,5,0,712,1
"37167",7500,3,8,"OWN",50508,"TX",14.59,0,1,8,0,3800,21.7,28,0,707,0
"37168",2400,3,8,"RENT",40000,"IL",15.75,0,2,12,0,13620,29.9,28,0,697,1
"37169",2400,3,4,"OWN",48000,"SC",12.43,0,1,7,0,5027,62.8,11,0,682,0
"37170",7000,3,2,"OWN",32760,"MA",16.85,0,2,3,0,0,0,18,0,717,0
"37171",1600,3,3,"RENT",29124,"RI",5.36,1,0,5,0,7020,42,8,0,702,0
"37172",21000,3,5,"RENT",58000,"MA",14.38,1,0,8,0,8886,17.8,11,0,737,0
"37173",16000,3,2,"MORTGAGE",150000,"GA",2.5,2,0,12,0,23165,31.7,41,0,722,0
"37174",6000,3,1,"RENT",65000,"CA",22.41,6,0,16,0,2611,7.8,30,0,697,0
"37175",10000,3,4,"MORTGAGE",50000,"MO",9.62,0,0,7,0,18917,33.2,18,0,752,0
"37176",10000,3,1,"OTHER",40104,"VT",22.53,2,3,16,0,408,2.1,38,0,682,0
"37177",7000,3,1,"MORTGAGE",48500,"NJ",2.72,0,1,7,0,3273,69.6,19,0,672,1
"37178",6000,3,1,"RENT",40000,"MS",24.15,0,0,9,0,1478,10.4,13,0,782,0
"37179",4000,3,2,"RENT",15000,"FL",14,0,0,9,0,5617,87.8,13,0,662,1
"37180",6500,3,1,"MORTGAGE",25000,"PA",15.98,0,3,8,0,583,21.6,30,0,767,0
"37181",10000,3,1,"RENT",60000,"NY",12.54,0,3,9,0,27860,89.4,16,0,697,0
"37182",4800,3,1,"OWN",75000,"NY",17.81,0,0,16,0,71386,11.6,27,0,767,0
"37183",15000,3,4,"MORTGAGE",64000,"CA",5.38,0,2,5,1,12945,76.6,14,0,702,1
"37184",7800,3,1,"RENT",41004,"CA",20.46,0,0,14,0,11437,41.6,28,0,717,0
"37185",1800,3,7,"MORTGAGE",97000,"KS",19.24,0,0,11,0,34093,93.7,33,0,677,0
"37186",8000,3,1,"RENT",35000,"CA",6.38,0,1,4,0,7740,37.6,4,0,712,0
"37187",3000,3,2,"RENT",41004,"NY",4.54,0,0,4,0,4693,75.2,8,0,702,0
"37188",9975,3,4,"MORTGAGE",67020,"IL",4.15,0,1,8,0,11574,75.6,20,0,662,0
"37189",16000,3,5,"MORTGAGE",41004,"KY",15.31,0,3,11,0,19604,43.3,16,0,712,0
"37190",8400,3,4,"RENT",87000,"FL",11.88,0,3,8,0,24216,73.8,31,0,702,1
"37191",10000,3,1,"RENT",1e+05,"MD",4.43,0,2,5,0,13175,46.9,14,0,707,0
"37192",5000,3,4,"MORTGAGE",90000,"CA",4.28,0,0,7,0,14442,28.3,12,0,762,0
"37193",25000,3,1,"MORTGAGE",120000,"TX",19.76,1,0,11,0,41077,60,23,0,692,0
"37194",5375,3,8,"MORTGAGE",92904,"PA",19.8,0,6,13,0,14494,29.6,37,0,762,0
"37195",8750,3,7,"MORTGAGE",86610,"GA",20.12,0,1,22,0,25965,52.5,49,0,682,0
"37196",8000,3,1,"RENT",20000,"VA",0.6,0,0,3,0,2000,11.4,7,0,762,0
"37197",2400,3,2,"RENT",35000,"OH",17.62,0,0,5,0,15755,88.5,12,0,712,0
"37198",1500,3,1,"MORTGAGE",160000,"OH",7.68,0,3,8,0,5350,87.7,21,0,682,0
"37199",6000,3,1,"RENT",30000,"MO",14.36,0,0,4,0,5028,40.2,11,0,727,0
"37200",5600,3,1,"MORTGAGE",92000,"NY",8.28,0,2,7,1,5559,58.5,10,1,692,0
"37201",8000,3,8,"RENT",60000,"CA",8.64,1,1,7,0,3754,50.7,11,0,702,0
"37202",7000,3,1,"MORTGAGE",48000,"PA",9.8,0,1,19,1,5585,6.4,36,0,712,0
"37203",8000,3,1,"RENT",33996,"HI",11.19,0,3,8,0,10,0.1,20,0,757,1
"37204",9000,3,1,"RENT",38500,"WI",17.86,0,1,5,0,0,0,17,0,737,0
"37205",16000,3,2,"MORTGAGE",58200,"GA",11.48,0,3,8,0,16052,88.2,43,0,662,1
"37206",5500,3,1,"RENT",22000,"TX",5.02,0,0,3,0,2614,52.3,9,0,697,0
"37207",1000,3,1,"RENT",15000,"CO",15.04,0,3,14,0,6553,96,27,0,662,0
"37208",9450,3,1,"RENT",70000,"CA",14.33,0,0,4,0,13823,79.9,8,0,727,0
"37209",10000,3,1,"MORTGAGE",66000,"IL",20.25,0,3,19,0,9632,6.8,50,0,772,0
"37210",5550,3,1,"RENT",22000,"CO",11.73,0,3,4,0,1212,22.9,14,0,677,1
"37211",8000,3,7,"MORTGAGE",46500,"GA",5.7,0,0,11,0,8033,73,28,0,677,0
"37212",25000,3,3,"MORTGAGE",86000,"DE",13.86,0,0,22,0,46055,20.2,45,0,757,1
"37213",8000,3,1,"RENT",37200,"MN",23.27,0,1,4,0,11531,76.9,6,0,667,0
"37214",7000,3,3,"RENT",46000,"MD",21.65,0,0,16,0,5368,16.6,28,0,747,0
"37215",12000,3,5,"RENT",72000,"NM",20.87,0,0,8,0,12089,64.6,15,0,662,0
"37216",9000,3,2,"RENT",38200,"OR",10.71,0,0,5,0,3015,82.2,10,0,662,0
"37217",15000,3,1,"RENT",50000,"MN",24.94,0,0,10,0,8214,54.4,20,0,687,0
"37218",19000,3,1,"MORTGAGE",54996,"IL",14.34,0,4,5,0,5503,55,31,0,772,0
"37219",9600,3,5,"MORTGAGE",75828,"WA",13.97,0,0,4,0,9375,93.7,24,0,682,0
"37220",20000,3,5,"RENT",65004,"CA",8.2,0,1,6,0,12418,66.2,10,0,742,1
"37221",13500,3,9,"MORTGAGE",78000,"CA",11.52,0,1,10,0,12266,41.2,19,0,717,1
"37222",11000,3,1,"MORTGAGE",44000,"GA",1.94,0,2,7,0,3879,7.9,15,0,822,0
"37223",6400,3,1,"RENT",110500,"NJ",24.03,0,3,8,0,36475,92.3,28,0,667,0
"37224",25000,3,1,"MORTGAGE",135000,"CA",15.56,0,0,27,0,95356,58.1,52,0,722,0
"37225",1500,3,5,"RENT",28596,"AL",7.22,1,2,5,0,0,0,9,0,702,0
"37226",16750,3,1,"RENT",45000,"FL",24.75,0,1,6,0,28116,95.3,26,0,722,0
"37227",10000,3,1,"MORTGAGE",65600,"VA",8.8,0,2,9,0,27406,40.5,16,0,717,0
"37228",12000,3,1,"RENT",48686,"CA",10.11,0,1,10,0,15043,76,14,0,662,0
"37229",3000,3,1,"RENT",64170,"PA",3.03,0,0,6,0,4483,72.3,12,0,727,1
"37230",3200,3,1,"RENT",32000,"MS",4.95,2,1,10,0,995,2.2,35,0,717,0
"37231",8000,3,3,"RENT",58600,"MI",0.51,0,2,14,0,276,0.8,22,0,702,0
"37232",4000,3,6,"MORTGAGE",58500,"GA",5.07,0,0,10,0,345,0.6,19,0,817,0
"37233",5100,3,5,"MORTGAGE",61200,"CA",5.67,0,0,4,0,40,1.7,4,0,752,0
"37234",9000,3,1,"OWN",39000,"MN",9.29,0,0,4,0,3910,46.3,14,0,712,0
"37235",10000,3,2,"MORTGAGE",49304,"MI",17.67,0,1,15,0,27496,33.4,25,0,722,0
"37236",15000,3,1,"MORTGAGE",30200,"AR",12.87,1,2,10,0,14857,31.3,32,0,752,0
"37237",10000,3,2,"MORTGAGE",82000,"OH",8.68,0,0,8,0,9,0,16,0,682,0
"37238",8000,3,1,"MORTGAGE",41000,"MD",13.29,0,1,11,0,30362,46.4,27,0,712,0
"37239",3900,3,1,"MORTGAGE",75000,"CA",20.23,0,0,6,0,4508,30.7,15,0,707,0
"37240",12000,3,1,"MORTGAGE",90000,"PA",7.4,0,2,9,0,10868,37.6,14,0,697,0
"37241",15000,3,2,"RENT",110000,"AZ",24.8,1,1,18,0,36002,71.3,40,0,662,0
"37242",12000,3,1,"RENT",39000,"MA",18.22,0,1,12,0,16100,39.3,15,0,717,0
"37243",23000,3,3,"RENT",75000,"CA",24.93,0,1,19,0,3553,5.6,24,0,772,0
"37244",22000,3,1,"RENT",64500,"CO",13.13,0,0,14,0,25716,55.4,36,0,687,0
"37245",10000,3,1,"MORTGAGE",93996,"CA",7.85,0,1,8,0,17465,95.4,26,0,727,1
"37246",7500,3,8,"MORTGAGE",51996,"CO",7.82,0,3,13,0,5911,20.9,22,0,722,0
"37247",15000,3,1,"OWN",75000,"NY",7.81,0,0,10,0,14340,71.3,26,0,722,0
"37248",5000,3,6,"RENT",39996,"IL",13.08,0,3,9,0,6013,51,12,0,722,0
"37249",1800,3,1,"OWN",42000,"IL",11.09,0,2,7,0,3628,26.1,13,0,707,0
"37250",10000,3,1,"MORTGAGE",62004,"OH",4.32,0,1,12,0,49421,2.7,25,0,782,0
"37251",7800,3,1,"MORTGAGE",69000,"IL",11.5,0,1,12,1,36081,87.8,14,0,682,0
"37252",10000,3,2,"RENT",41004,"DE",21.92,0,2,11,0,9042,16.2,17,0,722,0
"37253",10000,3,1,"MORTGAGE",60000,"NJ",20.58,0,0,18,0,56189,89.2,35,0,682,1
"37254",6500,3,1,"MORTGAGE",91200,"CA",2.14,0,2,4,0,4541,96.6,11,0,732,1
"37255",20000,3,8,"OWN",203500,"NJ",7.02,0,0,12,0,61977,59.3,32,0,692,0
"37256",10000,3,1,"RENT",40000,"CA",6.48,0,1,11,0,19998,18.3,23,0,777,0
"37257",4000,3,3,"MORTGAGE",33000,"MD",12.8,2,3,10,0,6793,31.4,23,0,667,0
"37258",15000,3,1,"RENT",160000,"CA",12.61,0,0,22,0,30055,72.1,41,0,692,0
"37259",15000,3,1,"MORTGAGE",1e+05,"CA",7.93,0,0,6,0,86429,37.8,19,0,747,1
"37260",8500,3,1,"RENT",42996,"GA",9.15,0,1,8,0,6725,43.7,13,0,727,0
"37261",10000,3,1,"RENT",63000,"MA",22.63,0,3,9,0,15655,44.3,31,0,717,0
"37262",5000,3,1,"RENT",33017,"MA",2.4,0,1,3,0,1411,35.3,5,0,767,0
"37263",15000,3,1,"MORTGAGE",108000,"CA",11.56,1,1,14,0,13706,45.7,23,0,667,1
"37264",20000,3,2,"MORTGAGE",49000,"MD",12.39,1,1,18,0,13335,39.8,38,0,672,0
"37265",6000,3,9,"RENT",45000,"VA",10.69,0,1,5,0,1774,13.3,11,0,742,0
"37266",9925,3,3,"RENT",93500,"VA",12.92,0,0,15,0,26845,80.5,22,0,687,0
"37267",10000,3,2,"RENT",54000,"CA",21.69,0,1,9,0,21462,40.9,11,0,722,0
"37268",6000,3,2,"RENT",240000,"NY",3.64,0,0,4,0,58753,94,11,0,722,0
"37269",10000,3,2,"RENT",36000,"IL",19.3,0,0,7,1,5680,25.2,9,1,702,0
"37270",15000,3,1,"RENT",350000,"CA",5.86,0,2,13,0,36073,72.9,24,0,692,1
"37271",6000,3,4,"RENT",32496,"MN",24.89,1,1,16,0,3139,50.6,25,0,672,0
"37272",5500,3,1,"OTHER",45996,"NJ",6.03,0,0,3,0,1442,13.5,15,0,787,0
"37273",18000,3,3,"MORTGAGE",93000,"TX",17.43,0,0,17,0,29046,41.8,30,0,707,0
"37274",14400,3,1,"MORTGAGE",120000,"CA",13.01,0,3,17,0,14827,43.5,39,0,672,1
"37275",6000,3,3,"RENT",59500,"FL",16.24,0,1,8,0,1995,30.7,16,0,662,0
"37276",2500,3,2,"MORTGAGE",60000,"GA",12.36,3,1,12,0,257,5.8,31,0,692,0
"37277",6000,3,2,"RENT",48000,"CA",17.53,0,1,3,0,1966,93.6,14,0,707,1
"37278",15000,3,1,"RENT",60480,"CA",16.01,0,3,11,0,35692,40.1,16,0,732,0
"37279",3500,3,4,"RENT",52000,"GA",7.57,1,0,10,0,1369,5.9,24,0,762,0
"37280",4200,3,1,"OWN",57000,"NY",10.59,2,0,13,0,5014,18.1,24,0,707,0
"37281",5000,3,6,"MORTGAGE",69996,"MD",8.21,0,3,4,0,2535,50.7,15,0,732,0
"37282",24000,3,3,"RENT",95000,"NV",17.68,0,1,14,0,34565,89.3,28,0,697,0
"37283",7000,3,2,"MORTGAGE",1e+05,"TX",7.88,0,0,6,0,6410,41.4,14,0,677,0
"37284",10000,3,1,"MORTGAGE",62000,"TX",22.43,2,2,16,0,12792,50.6,53,0,682,0
"37285",15500,3,3,"RENT",38000,"CT",9.06,0,1,11,1,17297,77.6,32,0,692,0
"37286",6600,3,1,"MORTGAGE",72000,"WV",17.87,0,0,13,1,5595,14.9,25,1,712,0
"37287",1000,3,9,"MORTGAGE",72000,"FL",16.9,0,0,18,0,28938,23.4,34,0,767,0
"37288",7000,3,2,"RENT",28000,"OR",12.09,0,1,7,0,14320,67.5,7,0,667,0
"37289",5000,3,1,"MORTGAGE",47000,"FL",22.49,0,3,9,1,0,0,24,0,692,1
"37290",8000,3,1,"MORTGAGE",45000,"MN",11.41,0,0,9,0,2193,6.9,18,0,787,0
"37291",8000,3,1,"RENT",52000,"CA",9.09,0,0,7,0,15217,58.1,10,0,687,0
"37292",8200,3,9,"MORTGAGE",74000,"FL",11.46,0,0,18,0,23891,19.3,34,0,772,0
"37293",11400,3,3,"MORTGAGE",96000,"OH",8.98,0,1,6,0,6201,66.7,9,0,697,0
